emp_no,first_name,last_name,title,from_date,salary
74684,Oguz,Bernatsky,Staff,1991-06-10,64613
25550,Shaz,Haddadi,Senior Engineer,1991-06-11,40000
29026,Parto,Byoun,Senior Engineer,1991-06-12,40000
24497,Jackson,Rando,Engineer,1991-06-13,40000
53868,Jixiang,Angelov,Senior Staff,1991-06-14,50182
56601,Feixiong,Mattern,Senior Engineer,1991-06-15,40000
19621,Radhakrishnan,Albarhamtoshy,Engineer,1991-06-16,40000
28838,Steve,Kavraki,Engineer,1991-06-17,43960
11028,Miyeon,Krider,Senior Engineer,1991-06-18,41111
54758,Kwun,Butner,Staff,1991-06-19,40000
17840,Tonny,Sherertz,Senior Engineer,1991-06-20,66948
48337,Martine,Fontet,Engineer,1991-06-21,44139
29214,Stepehn,Schach,Staff,1991-06-22,47759
25070,Morris,Fortenbacher,Engineer,1991-06-23,51459
54055,Mitsuyuki,Famili,Staff,1991-06-24,58701
20987,Domenick,Rabejac,Staff,1991-06-25,72003
28757,Branimir,Poupard,Senior Staff,1991-06-26,40000
53134,Shahid,Fasbender,Senior Staff,1991-06-27,77478
26504,Chiranjit,Segond,Staff,1991-06-28,47638
35552,Sungwon,Cangellaris,Senior Engineer,1991-06-29,54056
73949,Gian,Birch,Staff,1991-06-30,59361
31070,Tru,Solares,Senior Staff,1991-07-01,40000
81207,Barry,Hofstetter,Senior Engineer,1991-07-02,85231
21597,Masami,Pezzoli,Engineer,1991-07-03,40000
66577,Serap,Reutenauer,Engineer,1991-07-04,40000
29652,Khatoun,Chleq,Staff,1991-07-05,40000
12478,Yahiko,Hopewell,Staff,1991-07-06,50404
26692,Taisook,Cools,Assistant Engineer,1991-07-07,65459
22887,Arno,Henseler,Senior Engineer,1991-07-08,74536
64158,Yechiam,Fujisawa,Senior Staff,1991-07-09,71989
25335,Etsuo,Itzfeldt,Technique Leader,1991-07-10,40000
40597,Fumiyo,Limongiello,Senior Engineer,1991-07-11,49354
19604,Nahla,Cappello,Senior Engineer,1991-07-12,53992
43438,Sampalli,Zultner,Staff,1991-07-13,75609
26317,Valdiodio,Weedman,Senior Staff,1991-07-14,85740
25730,Shao,Monarch,Staff,1991-07-15,67870
15055,Shrikanth,Sherertz,Staff,1991-07-16,40000
33990,Val,Showalter,Staff,1991-07-17,40000
31292,Elgin,Terlouw,Senior Engineer,1991-07-18,40000
96261,Godehard,Kroft,Senior Staff,1991-07-19,40000
10989,Sumali,Candan,Senior Staff,1991-07-20,46406
41197,Vesna,Stille,Staff,1991-07-21,61924
75086,Sorina,Passino,Engineer,1991-07-22,41895
43678,Shawna,Bernick,Senior Staff,1991-07-23,73684
11070,Adib,Raney,Senior Engineer,1991-07-24,40000
49918,Akeel,Maksimenko,Senior Engineer,1991-07-25,40000
49007,Hiroyasu,Aamodt,Senior Staff,1991-07-26,40000
13792,Valery,Sury,Senior Staff,1991-07-27,59127
32449,Gal,Sabnani,Senior Engineer,1991-07-28,43675
49002,Indrajit,Verspoor,Senior Engineer,1991-07-29,40000
27975,Remmert,Rehfuss,Senior Engineer,1991-07-30,40000
29353,Gaetan,Gadepally,Senior Engineer,1991-07-31,52008
43854,Kwee,Lally,Staff,1991-08-01,47416
47117,Munehiko,Zhiwei,Engineer,1991-08-02,47836
16537,Weidon,Seiwald,Senior Engineer,1991-08-03,40000
107262,Feiyu,Butterworth,Assistant Engineer,1991-08-04,40000
45973,Mokhtar,Bernatsky,Senior Staff,1991-08-05,70974
28504,Boalin,Peng,Engineer,1991-08-06,68605
90497,Radoslaw,Dulin,Staff,1991-08-07,40000
42366,Chriss,Maksimenko,Senior Staff,1991-08-08,40417
17416,Kitty,Rissanen,Engineer,1991-08-09,40000
81636,Tomokazu,Koshiba,Senior Staff,1991-08-10,68848
12308,Mototsugu,Cronau,Senior Staff,1991-08-11,58741
64692,Bowen,Ermel,Senior Engineer,1991-08-12,43722
27241,Mayuri,Erez,Staff,1991-08-13,40000
32734,Kazuhira,Lagarias,Staff,1991-08-14,40000
29946,Shooichi,McClure,Senior Staff,1991-08-15,55355
54918,Volkmar,Malinowski,Senior Engineer,1991-08-16,40000
12411,Shao,Ibel,Senior Staff,1991-08-17,97610
75378,Koldo,Msuda,Staff,1991-08-18,40000
82905,Domenick,Luks,Senior Engineer,1991-08-19,40000
31932,Sajjan,Bernardinello,Senior Engineer,1991-08-20,46960
23061,Yucai,Eiron,Staff,1991-08-21,40000
11146,Ishfaq,Masand,Staff,1991-08-22,96019
41110,Munehiko,Manders,Senior Engineer,1991-08-23,55739
13373,Juichirou,Naumovich,Staff,1991-08-24,82749
21454,Zsolt,Pocchiola,Senior Staff,1991-08-25,40000
14034,Aloys,Seghrouchni,Senior Staff,1991-08-26,69700
32737,Haldon,Vuskovic,Senior Staff,1991-08-27,49513
20189,Mark,Nanard,Senior Engineer,1991-08-28,40797
11615,Shem,Isaak,Staff,1991-08-29,46591
51149,Gilbert,Rajcani,Engineer,1991-08-30,40000
11106,Aris,Iwayama,Engineer,1991-08-31,71446
38145,Nobuyoshi,Munos,Senior Staff,1991-09-01,61384
12192,Feiyu,Klyachko,Senior Engineer,1991-09-02,41625
13133,Guther,Senzako,Senior Staff,1991-09-03,67777
28563,Candido,Chelton,Senior Staff,1991-09-04,65124
31594,Abdelkader,Birta,Staff,1991-09-05,40000
70242,Tadahiro,Veccia,Staff,1991-09-06,40000
83822,Menkae,Haddadi,Engineer,1991-09-07,40000
10126,Kayoko,Valtorta,Senior Staff,1991-09-08,40000
15942,Murthy,Rosca,Senior Engineer,1991-09-09,50486
27670,Yolla,Merey,Senior Engineer,1991-09-10,56308
43900,Monique,Thombley,Staff,1991-09-11,52400
19442,Terresa,Perez,Senior Engineer,1991-09-12,51952
45269,Arve,Avouris,Senior Staff,1991-09-13,83548
65367,Weiwu,Heyers,Engineer,1991-09-14,54705
19982,Khatoun,Baba,Senior Engineer,1991-09-15,40000
11431,Youngkon,Picht,Senior Staff,1991-09-16,44804
25939,Shen,Setiz,Senior Staff,1991-09-17,58709
44886,Poornachandra,Kuszyk,Engineer,1991-09-18,40000
25504,Pramod,Servi,Senior Staff,1991-09-19,40000
15892,Lunjin,Pettis,Senior Engineer,1991-09-20,60367
75158,Eben,Kropatsch,Senior Staff,1991-09-21,47324
86617,Mingsen,Desikan,Staff,1991-09-22,59780
18362,Pohua,Wolniewicz,Engineer,1991-09-23,56027
54407,Adhemar,Attimonelli,Senior Staff,1991-09-24,75611
17681,Eran,Schauser,Senior Staff,1991-09-25,67824
45962,Remco,Kalorkoti,Engineer,1991-09-26,40000
23791,Boguslaw,Pavlopoulou,Senior Staff,1991-09-27,55247
51574,Manohar,Rouquie,Senior Engineer,1991-09-28,50204
10672,Bluma,Zeilberger,Senior Engineer,1991-09-29,64663
28511,Shugo,Pero,Technique Leader,1991-09-30,40000
103092,Mabry,Falby,Senior Engineer,1991-10-01,63906
25790,Suebskul,Plump,Senior Engineer,1991-10-02,59606
15866,Angel,Seiwald,Senior Engineer,1991-10-03,40000
76465,Jessie,Smailagic,Senior Engineer,1991-10-04,58695
18208,Demin,Irland,Senior Staff,1991-10-05,70916
41422,Franziska,Ramamoorthy,Senior Engineer,1991-10-06,40000
202339,Zine,Schaaf,Senior Staff,1991-10-07,71658
41039,Subhankar,Bala,Senior Engineer,1991-10-08,40000
31146,Shaibal,Asmuth,Staff,1991-10-09,52850
25765,Demin,Suermann,Senior Engineer,1991-10-10,56143
94028,Bernt,Fraisse,Senior Staff,1991-10-11,58868
37219,Akhilish,Granlund,Senior Staff,1991-10-12,70851
56790,Mayuko,Walston,Technique Leader,1991-10-13,51342
11555,Kotesh,Perfilyeva,Senior Staff,1991-10-14,40000
225426,Zhenbing,Ibel,Senior Staff,1991-10-15,40000
51662,Shir,Varman,Senior Engineer,1991-10-16,53867
54830,Tadahiro,Trystram,Assistant Engineer,1991-10-17,51781
27377,Mara,Gils,Engineer,1991-10-18,84481
48672,Mantis,Servi,Senior Staff,1991-10-19,76052
78043,Constantijn,Ozeri,Senior Engineer,1991-10-20,42770
15016,Woody,Gulik,Senior Staff,1991-10-21,40000
39113,Janche,Aumann,Engineer,1991-10-22,65332
209670,Lubomir,Sewelson,Senior Staff,1991-10-23,71973
11501,Karsten,Ranum,Staff,1991-10-24,48608
21505,Etsuo,Delaune,Senior Engineer,1991-10-25,40000
39236,Faiza,Nivat,Staff,1991-10-26,85578
12937,Arup,Cincotta,Staff,1991-10-27,59206
98682,Naraig,Parhami,Staff,1991-10-28,40000
26446,Somnath,Kitsuregawa,Staff,1991-10-29,40000
10617,Hidekazu,Angel,Senior Staff,1991-10-30,40000
108548,Sajjad,Aingworth,Senior Staff,1991-10-31,48304
66126,Basil,Schneeberger,Senior Engineer,1991-11-01,64596
56985,Pranav,Bolotov,Senior Staff,1991-11-02,44838
19933,Taizo,Bharadwaj,Senior Staff,1991-11-03,42732
52420,Badri,Pramanik,Senior Staff,1991-11-04,58185
42652,Garnik,Nourani,Senior Engineer,1991-11-05,40000
30143,Indrajit,Huttel,Staff,1991-11-06,53875
62236,Aiman,Georg,Engineer,1991-11-07,40000
95420,Shmuel,Tyugu,Technique Leader,1991-11-08,40000
36705,Zissis,Berztiss,Senior Engineer,1991-11-09,45466
30330,Caolyn,Nitsch,Staff,1991-11-10,74776
27854,Yurii,Unni,Senior Staff,1991-11-11,40000
45971,Chuanti,Welham,Senior Engineer,1991-11-12,40000
23398,Georgy,Marwedel,Technique Leader,1991-11-13,69439
45142,Perla,Rehfuss,Senior Engineer,1991-11-14,58778
74021,Qiwen,Baba,Engineer,1991-11-15,52086
21133,Carrsten,Brizzi,Senior Staff,1991-11-16,80323
18511,Pascal,Marzano,Engineer,1991-11-17,40000
43945,Guozhong,Thisen,Engineer,1991-11-18,68312
32203,Stamatina,Gulak,Senior Staff,1991-11-19,40000
14501,Taizo,Kroft,Technique Leader,1991-11-20,63646
31122,Remko,Ghemri,Engineer,1991-11-21,40000
11578,Edwin,Rosti,Senior Engineer,1991-11-22,40000
10215,Xiaobin,Duclos,Senior Staff,1991-11-23,43944
32830,Oscar,Luke,Technique Leader,1991-11-24,49425
54474,Ult,Schreiter,Technique Leader,1991-11-25,40839
12451,Pramod,Marzano,Senior Engineer,1991-11-26,40000
33126,Charmane,Marwedel,Engineer,1991-11-27,40000
22310,Sahrah,Sinitsyn,Staff,1991-11-28,44049
13685,Weicheng,Hockney,Engineer,1991-11-29,48322
11113,Shahab,Peng,Senior Staff,1991-11-30,66401
46554,Ramzi,DuCasse,Senior Staff,1991-12-01,40000
17916,Sukumar,Morrin,Engineer,1991-12-02,65572
49594,Morris,Eiron,Senior Engineer,1991-12-03,40000
43072,Sampalli,Chelton,Engineer,1991-12-04,40000
61568,Uno,Birta,Engineer,1991-12-05,40000
35059,Vitaly,Flasterstein,Assistant Engineer,1991-12-06,52725
64933,Kristin,Mungall,Senior Staff,1991-12-07,68525
19955,IEEE,Conry,Senior Staff,1991-12-08,65157
22072,Kasturi,Pettit,Senior Engineer,1991-12-09,51418
27939,Seongbae,Axelband,Engineer,1991-12-10,44292
37478,Kenton,Mahmud,Engineer,1991-12-11,40000
83284,Genta,Ghalwash,Senior Engineer,1991-12-12,50036
13371,Nakhoon,Riexinger,Senior Engineer,1991-12-13,40000
24767,Kiyokazu,Pagter,Staff,1991-12-14,40000
14107,Xiahua,Rindone,Staff,1991-12-15,82396
11764,Sanjay,Anick,Engineer,1991-12-16,64875
204187,Wayne,Simmel,Staff,1991-12-17,57986
10494,Yakkov,Servieres,Engineer,1991-12-18,50094
32221,Pranas,Snedden,Senior Staff,1991-12-19,80099
25993,Kazuhiro,Luft,Senior Staff,1991-12-20,49060
47764,Nadjib,Demri,Senior Staff,1991-12-21,49053
19722,Achilleas,Boudaillier,Senior Staff,1991-12-22,41559
22196,Aruna,Mukaidono,Senior Engineer,1991-12-23,40000
15438,Constantijn,Munoz,Senior Staff,1991-12-24,43326
16331,Giap,Garnham,Senior Staff,1991-12-25,63123
33784,Alenka,Mandelberg,Senior Staff,1991-12-26,40000
64302,Huai,Sgarro,Staff,1991-12-27,56971
24891,Sham,Danner,Senior Staff,1991-12-28,40000
28627,Serge,Plumb,Staff,1991-12-29,51711
15151,Urs,Pouyioutas,Staff,1991-12-30,61253
24166,Niranjan,Chinal,Senior Staff,1991-12-31,57476
17874,Rutger,Minakawa,Staff,1992-01-01,75424
31066,Sadun,Papsdorf,Staff,1992-01-02,60757
41857,Munehiko,Beznosov,Senior Staff,1992-01-03,51412
39443,Weidon,Ratnaker,Senior Staff,1992-01-04,40000
11810,Amabile,Bhattacharjee,Senior Engineer,1992-01-05,41256
17907,Kotesh,Bernini,Staff,1992-01-06,69291
33125,Jaewon,Dulay,Staff,1992-01-07,40000
76703,Hairong,Huttel,Engineer,1992-01-08,59619
29182,Arumugam,Aamodt,Senior Staff,1992-01-09,40000
16759,Vojin,Masaki,Senior Engineer,1992-01-10,40000
58667,Feipei,Pagter,Senior Engineer,1992-01-11,53611
32233,Kenroku,Benveniste,Engineer,1992-01-12,52122
28818,Hongzhu,Panienski,Engineer,1992-01-13,40000
24429,Murthy,Anger,Staff,1992-01-14,70034
10623,Aleksander,Danlos,Engineer,1992-01-15,60268
35012,Noritoshi,Krybus,Staff,1992-01-16,79235
220211,Hironoby,Reinhart,Senior Engineer,1992-01-17,59110
45436,Gila,Limongiello,Staff,1992-01-18,56671
31546,Isamu,Silva,Senior Engineer,1992-01-19,81040
14621,Souichi,Wixon,Senior Staff,1992-01-20,66404
65102,Souichi,Delgrange,Senior Staff,1992-01-21,40000
264250,Shmuel,Fasbender,Senior Engineer,1992-01-22,40000
43883,Zhigen,Aseltine,Senior Staff,1992-01-23,40000
24486,Kerhong,Quaggetto,Senior Staff,1992-01-24,61923
44395,Mario,Eastman,Senior Engineer,1992-01-25,82198
20651,Alexius,Vickson,Senior Engineer,1992-01-26,49811
17199,Vasilis,Guardalben,Staff,1992-01-27,40000
75574,Utpal,Melton,Senior Staff,1992-01-28,79671
12082,Xinan,Yamaashi,Senior Staff,1992-01-29,72118
37023,Shiv,Flasterstein,Senior Engineer,1992-01-30,77184
35182,Uinam,Eldridge,Engineer,1992-01-31,57876
13841,Christophe,Spinelli,Technique Leader,1992-02-01,52277
28689,Jessie,Lores,Staff,1992-02-02,81307
32027,Mong,Sidhu,Staff,1992-02-03,75407
35617,Guozhong,Yemenis,Senior Engineer,1992-02-04,42795
69405,Lijia,Heping,Senior Staff,1992-02-05,40000
86869,Arunas,Birsak,Senior Engineer,1992-02-06,46706
42159,Ipke,Bala,Senior Engineer,1992-02-07,66459
31858,Geoffrey,Benantar,Staff,1992-02-08,72004
48268,Kazuhisa,Hutton,Senior Staff,1992-02-09,54730
18242,Shichao,Demian,Engineer,1992-02-10,62461
45685,Anwar,Huhdanpaa,Senior Staff,1992-02-11,40000
10442,Volkmar,Unno,Staff,1992-02-12,46005
24613,Hitofumi,Stifter,Senior Staff,1992-02-13,72578
29759,Arif,Thimonier,Senior Staff,1992-02-14,40000
23692,Aris,Merey,Engineer,1992-02-15,43618
41885,Val,Validov,Senior Staff,1992-02-16,68151
55711,Uzi,Mamelak,Senior Engineer,1992-02-17,61290
28478,Chiradeep,Simmen,Engineer,1992-02-18,40000
22282,Shaz,Streit,Staff,1992-02-19,60024
29817,Florian,Sadowski,Senior Engineer,1992-02-20,41810
42460,Angel,Vrecion,Senior Engineer,1992-02-21,45978
46326,Harjit,Paludetto,Staff,1992-02-22,40000
31429,Matk,Bernini,Senior Staff,1992-02-23,45192
44375,Emran,Isard,Engineer,1992-02-24,79175
10726,Zita,Minakawa,Engineer,1992-02-25,46315
10066,Kwee,Schusler,Engineer,1992-02-26,69736
58830,Uzi,Cunliffe,Senior Engineer,1992-02-27,40836
50351,Shahaf,Fordan,Senior Staff,1992-02-28,52431
23777,Juichirou,Kilgore,Senior Engineer,1992-02-29,40000
41554,Rajmohan,Halloran,Staff,1992-03-01,64937
44251,Martine,Haldar,Senior Engineer,1992-03-02,41526
10138,Perry,Shimshoni,Engineer,1992-03-03,53574
51863,Idoia,Bennis,Senior Engineer,1992-03-04,47118
21251,Fatemeh,Riexinger,Engineer,1992-03-05,55174
60453,Larisa,Gammage,Staff,1992-03-06,64242
61177,Somnath,Bednarek,Senior Engineer,1992-03-07,51940
220442,Shuzo,Improta,Staff,1992-03-08,46348
80216,Tristan,Heiserman,Senior Engineer,1992-03-09,56047
13341,Bodh,Doering,Senior Staff,1992-03-10,40000
20405,JiYoung,Mitina,Senior Engineer,1992-03-11,51756
15343,Chaosheng,Luce,Senior Engineer,1992-03-12,48936
11568,Martins,Fujisaki,Engineer,1992-03-13,54673
21391,Zijian,Pagter,Senior Engineer,1992-03-14,58700
214161,Tsz,Strehl,Senior Staff,1992-03-15,40000
48243,Juyoung,Riesenhuber,Engineer,1992-03-16,42176
16486,Sanjay,Perin,Senior Staff,1992-03-17,57496
18468,Kirk,Cunliffe,Engineer,1992-03-18,40000
39595,Vishv,Ramras,Engineer,1992-03-19,40000
28282,Arto,Spelt,Senior Staff,1992-03-20,68565
31326,Tesuya,Conta,Senior Engineer,1992-03-21,40088
26990,Ranga,Gihr,Senior Staff,1992-03-22,40000
18503,Mechthild,Marletta,Senior Engineer,1992-03-23,66668
17235,Ronnie,Rissanen,Engineer,1992-03-24,40000
27368,Dipayan,Keustermans,Senior Staff,1992-03-25,67825
31872,Sanjay,Georgakopoulos,Senior Staff,1992-03-26,40000
22726,Steve,Shanbhogue,Senior Staff,1992-03-27,67607
13202,Aram,Scharstein,Senior Staff,1992-03-28,51915
14290,Miyeon,Olivero,Senior Engineer,1992-03-29,78736
40556,Murthy,Baaz,Engineer,1992-03-30,73750
19386,Leandro,Peltason,Senior Staff,1992-03-31,71095
40232,Junsik,Chorvat,Senior Engineer,1992-04-01,45781
40685,Shawna,Bugrara,Staff,1992-04-02,65968
24153,Lidong,Anger,Staff,1992-04-03,63144
49827,Kazuhide,Barinka,Senior Engineer,1992-04-04,42509
26828,Maha,Haddadi,Engineer,1992-04-05,78666
49509,Roselyn,Samarati,Engineer,1992-04-06,72255
243487,Ottavia,Makinen,Senior Staff,1992-04-07,40000
36944,Gou,Hinsberger,Senior Engineer,1992-04-08,55246
100013,Gunilla,Bernardinello,Senior Engineer,1992-04-09,81806
27953,Katsuyuki,Eiter,Senior Staff,1992-04-10,58600
92485,Hein,Turnbull,Staff,1992-04-11,55068
24559,Armond,Zeleznik,Senior Engineer,1992-04-12,83718
16479,Jixiang,Eiter,Senior Staff,1992-04-13,62446
23817,Duri,Coorg,Staff,1992-04-14,71444
57169,Kiam,Schiper,Senior Staff,1992-04-15,49276
16399,Apostol,Collette,Senior Staff,1992-04-16,59384
38266,Gila,Conte,Engineer,1992-04-17,54756
12816,Freyja,Ramras,Senior Engineer,1992-04-18,66194
11347,Anneli,Jonsson,Senior Engineer,1992-04-19,41524
10848,Fen,Bratsberg,Senior Engineer,1992-04-20,50475
24556,Ziva,Boyle,Senior Staff,1992-04-21,78072
22024,Weidon,Flexer,Engineer,1992-04-22,41467
15075,Radoslaw,Rijsenbrij,Senior Engineer,1992-04-23,40000
27540,Hein,Yeung,Senior Engineer,1992-04-24,79186
16448,Tsvetan,Zwicker,Engineer,1992-04-25,76979
16862,JiYoung,Eppinger,Senior Engineer,1992-04-26,40000
46910,Marsja,Maccarone,Staff,1992-04-27,73052
201983,Janche,Radhakrishnan,Senior Staff,1992-04-28,54957
51503,Dietrich,Famili,Engineer,1992-04-29,40000
11393,Junsik,Junot,Senior Engineer,1992-04-30,40000
32703,DeForest,Klyachko,Staff,1992-05-01,66739
11459,Duke,Suomi,Senior Staff,1992-05-02,40000
28966,Shakhar,Zirintsis,Assistant Engineer,1992-05-03,40000
14693,Brewster,Stranks,Senior Staff,1992-05-04,59960
16192,Leandro,Sigstam,Senior Engineer,1992-05-05,40000
12888,Martien,Erni,Senior Staff,1992-05-06,41673
16729,Kirk,Broomell,Staff,1992-05-07,51318
33343,Chiradeep,Gunderson,Staff,1992-05-08,81974
37100,Jaber,Waeselynck,Senior Engineer,1992-05-09,54935
28322,Premal,Millington,Senior Staff,1992-05-10,51484
52108,Anestis,Reinhart,Senior Engineer,1992-05-11,55719
33270,Chanjung,Ebeling,Senior Staff,1992-05-12,64195
42570,Fox,Panwar,Staff,1992-05-13,44107
68966,Shuho,Carrera,Staff,1992-05-14,49407
50361,Sven,Chenoweth,Staff,1992-05-15,41001
54226,Chinya,Michaeli,Senior Engineer,1992-05-16,65577
30856,Chaosheng,Lampe,Engineer,1992-05-17,40000
33386,Sadok,Eiter,Engineer,1992-05-18,56808
28127,Minghong,Veevers,Staff,1992-05-19,60672
14640,Toshimori,Kornatzky,Engineer,1992-05-20,42662
21509,Udo,Rubsam,Senior Staff,1992-05-21,70233
84268,Kazuhira,Belinskaya,Senior Engineer,1992-05-22,48685
47832,Chriss,Zaccaria,Senior Engineer,1992-05-23,66127
11019,Leon,Huttel,Engineer,1992-05-24,69387
73880,Katsuyuki,Gente,Engineer,1992-05-25,40000
59309,Dannz,Sury,Staff,1992-05-26,65997
38157,Hideo,Soicher,Senior Staff,1992-05-27,47959
46109,Kiyotoshi,Kragelund,Staff,1992-05-28,102429
15728,Jaewon,Nooteboom,Senior Staff,1992-05-29,40000
23835,Yoshinari,Hennings,Senior Staff,1992-05-30,40000
88287,Parke,Reistad,Senior Engineer,1992-05-31,76687
27708,Dayanand,Gill,Senior Staff,1992-06-01,40000
56715,Rasiah,Gurbaxani,Senior Engineer,1992-06-02,74491
31398,Hideo,Grospietsch,Senior Engineer,1992-06-03,68119
14287,Masali,Highland,Staff,1992-06-04,45483
50369,Shmuel,Gils,Senior Staff,1992-06-05,91209
15253,Ayonca,Pardalos,Senior Engineer,1992-06-06,40396
20674,Maria,Avouris,Senior Staff,1992-06-07,54297
15767,Baocai,Broomell,Engineer,1992-06-08,40000
71365,Remzi,Bratsberg,Engineer,1992-06-09,42694
11180,Mitsuyuki,Bojadziev,Senior Engineer,1992-06-10,40000
23943,Hyuncheol,Fritzsche,Senior Engineer,1992-06-11,64997
11933,Basil,Erman,Senior Engineer,1992-06-12,56130
19814,Subhrajyoti,Rosaz,Staff,1992-06-13,40000
30373,Jayesh,Vasanthakumar,Senior Staff,1992-06-14,75420
24292,Chaitali,Kakkad,Engineer,1992-06-15,57094
36761,Zeljko,Hinsberger,Senior Engineer,1992-06-16,40000
27357,Tsvetan,Schmiedel,Senior Engineer,1992-06-17,50247
11738,Tadahiro,Lichtman,Senior Engineer,1992-06-18,58432
18663,Rafols,Sridhar,Senior Engineer,1992-06-19,62505
32252,Marke,Bratten,Senior Engineer,1992-06-20,40000
27995,Yunming,Serre,Senior Staff,1992-06-21,40000
72317,Yagil,Orlowski,Senior Staff,1992-06-22,40000
242920,Tuval,Anandan,Engineer,1992-06-23,49707
218497,Toshimo,Boyle,Senior Engineer,1992-06-24,40000
50046,Jiakeng,Lyonns,Staff,1992-06-25,61109
21932,Shmuel,Grandbois,Senior Engineer,1992-06-26,51378
14242,Sudhanshu,Benaini,Senior Staff,1992-06-27,40000
11915,Miomir,Mawatari,Engineer,1992-06-28,58042
14320,Sreenivas,Schaar,Senior Engineer,1992-06-29,40000
16355,Nikolaos,Luca,Senior Staff,1992-06-30,80403
18369,Pintsang,Backhouse,Senior Staff,1992-07-01,53188
21044,Mack,Rajala,Senior Engineer,1992-07-02,40433
65014,Geoffry,Narahara,Technique Leader,1992-07-03,58200
48736,Feixiong,Cunliffe,Engineer,1992-07-04,58912
16446,Jouko,Chinin,Senior Staff,1992-07-05,94600
20367,Bernt,Takanami,Engineer,1992-07-06,40000
11322,Nathalie,Pocchiola,Engineer,1992-07-07,43021
57834,Hideyuki,Demeyer,Senior Engineer,1992-07-08,40000
12601,Ghassan,Simkin,Assistant Engineer,1992-07-09,41714
28382,Mihalis,Zuberek,Senior Engineer,1992-07-10,40000
16657,Yongdong,Heyers,Senior Engineer,1992-07-11,63463
33530,Toney,Garigliano,Senior Engineer,1992-07-12,40000
18799,Kshitij,Lunn,Senior Staff,1992-07-13,42095
36760,Fumiyo,Norsworthy,Engineer,1992-07-14,77750
11038,Jinya,Beidas,Senior Staff,1992-07-15,44993
23374,Samphel,Gecsei,Senior Staff,1992-07-16,40000
44839,Xudong,Greibach,Engineer,1992-07-17,48456
211398,Vishwani,Thorensen,Senior Engineer,1992-07-18,52383
20860,Szabolcs,Michaels,Senior Engineer,1992-07-19,40000
51299,Demos,McClure,Senior Engineer,1992-07-20,63026
27182,Saeko,Marakhovsky,Senior Staff,1992-07-21,61684
58087,Narain,Szilard,Staff,1992-07-22,59678
12122,Satoru,Krone,Senior Engineer,1992-07-23,46398
10847,Theirry,Danley,Senior Staff,1992-07-24,40000
24526,Ayonca,Sudbeck,Technique Leader,1992-07-25,40981
54892,Sandeepan,Goldhammer,Senior Engineer,1992-07-26,40000
47178,Rimon,Srimani,Senior Engineer,1992-07-27,40000
25067,Mooi,Pearson,Staff,1992-07-28,40000
205494,Gaurav,Dolinsky,Senior Staff,1992-07-29,70013
34032,Weiwu,Gopalakrishnan,Assistant Engineer,1992-07-30,62672
18134,Ult,Pesch,Senior Engineer,1992-07-31,70424
52879,Premsyl,Ecklund,Staff,1992-08-01,40000
15876,Munehiro,Vakili,Engineer,1992-08-02,51140
47611,Eldridge,Fandrianto,Senior Engineer,1992-08-03,65917
24503,Anyuan,Kusakari,Engineer,1992-08-04,40000
18138,Moni,Baezner,Senior Staff,1992-08-05,62786
278689,Itzchak,Terkki,Senior Engineer,1992-08-06,40000
206238,Huan,Sevcikova,Senior Engineer,1992-08-07,48896
23157,Siddarth,Llado,Senior Engineer,1992-08-08,40000
37230,Yechiam,Fendler,Senior Staff,1992-08-09,55894
15218,Shuky,Conry,Staff,1992-08-10,44614
232559,Ramya,Vernadat,Senior Staff,1992-08-11,54630
22066,Nakhoon,Roison,Senior Engineer,1992-08-12,40000
31172,Fumitaka,Rohrbach,Engineer,1992-08-13,64053
41147,Abdelaziz,Chimia,Senior Engineer,1992-08-14,40000
